51.0521,3.720485
51.050713,3.720183
51.049925,3.719983
51.049065,3.719967
51.048075,3.720067
51.04727,3.720117
51.04687,3.720017
51.046632,3.720517
51.045835,3.720633
51.044837,3.7207
51.044042,3.720067
51.043447,3.7189
51.043075,3.717833
51.042837,3.717867
51.042443,3.71865
51.042187,3.719067
51.042173,3.719083
51.04196,3.7189
51.041382,3.7182
51.04062,3.717483
51.03988,3.716817
51.039058,3.716167
51.03828,3.715717
51.037707,3.715
51.037243,3.713767
51.036812,3.7125
51.036407,3.711717
51.03636,3.71115
51.036357,3.711133
51.036317,3.711
51.036193,3.710533
51.036312,3.710983
51.036257,3.7104
51.036178,3.710533
51.03618,3.71055
51.036167,3.710867
51.035928,3.7108
51.035757,3.710583
51.035815,3.710433
51.03587,3.710317
51.035808,3.710817
51.035498,3.7121
51.034825,3.713933
51.03411,3.71595
51.033622,3.71805
51.033145,3.720167
51.032658,3.722283
51.032213,3.72435
51.031728,3.726667
51.031478,3.729117
51.031627,3.731717
51.032347,3.73475
51.032817,3.738133
51.032132,3.741933
51.030438,3.745267
51.029085,3.748567
51.029663,3.752533
51.031868,3.755183
51.03433,3.75755
51.03707,3.757983
51.039397,3.755583
51.041558,3.75295
51.043692,3.75035
51.04589,3.747883
51.048067,3.74535
51.050277,3.742983
51.052688,3.741617
51.054225,3.740983
51.054917,3.7408
51.054932,3.7408
51.055215,3.740683
51.056125,3.7405
51.057668,3.740383
51.059675,3.740217
51.062328,3.739933
51.065335,3.740567
51.068508,3.74205
51.071862,3.743633
51.075277,3.746033
51.07715,3.751433
51.07711,3.757833
51.075157,3.763583
51.072953,3.769183
51.07071,3.774917
51.068905,3.781233
51.068358,3.788367
51.069282,3.79575
51.07094,3.803283
51.072688,3.8111
51.074518,3.8192
51.076405,3.827733
51.078175,3.835517
51.0798,3.843217
51.081445,3.8507
51.083093,3.858083
51.08814,3.884783
51.089457,3.892683
51.090845,3.9006
51.092243,3.908583
51.093622,3.916533
51.095013,3.9245
51.096398,3.932483
51.097768,3.940483
51.099118,3.94835
51.10046,3.9561
51.101793,3.963683
51.103053,3.970817
51.10404,3.976633
51.105223,3.980933
51.106592,3.983983
51.1072,3.985333
51.107223,3.985367
51.107295,3.985483
51.10752,3.9859
51.108255,3.987683
51.109487,3.990517
51.111082,3.994233
51.112852,3.9983
51.115058,4.0032
51.117487,4.008717
51.12011,4.014717
51.12289,4.02115
51.12587,4.02795
51.12886,4.034883
51.131875,4.041783
51.135065,4.049083
51.138082,4.055933
51.141013,4.062633
51.143825,4.06945
51.146455,4.076417
51.149043,4.083333
51.151608,4.0901
51.154113,4.096733
51.156252,4.102483
51.157855,4.1068
51.15904,4.109967
51.160212,4.1131
51.161378,4.116233
51.162633,4.11955
51.164055,4.123367
51.165507,4.127283
51.166912,4.130983
51.168162,4.134233
51.16937,4.137817
51.170678,4.140917
51.171742,4.143067
51.172018,4.143933
51.172008,4.14395
51.17208,4.144067
51.172113,4.144217
51.171777,4.144667
51.171532,4.144867
51.171377,4.14545
51.171177,4.1458
51.170615,4.145683
51.170053,4.14555
51.169783,4.146283
51.169585,4.14715
51.169368,4.148
51.169277,4.148333
51.169452,4.1477
51.169657,4.1468
51.169885,4.146017
51.16996,4.145783
51.170033,4.1457
51.17003,4.1457
51.169817,4.14635
51.169212,4.14845
51.169047,4.1494318
