51.0521,3.720485
51.053248,3.720233
51.05352,3.7203
51.053667,3.72035
51.053968,3.720433
51.054218,3.720383
51.05445,3.720267
51.054663,3.72025
51.05489,3.720317
51.055133,3.7205
51.055348,3.7207
51.055372,3.72095
51.05534,3.721133
51.055407,3.72135
51.055513,3.72145
51.05566,3.72175
51.055793,3.7219
51.055903,3.722133
51.056042,3.7223
51.056185,3.7225
51.056392,3.722667
51.056572,3.7228
51.056703,3.722983
51.056873,3.723283
51.05692,3.7237
51.056948,3.724183
51.056927,3.724633
51.056953,3.7251
51.056957,3.725567
51.056945,3.725933
51.056912,3.726317
51.05677,3.726567
51.056738,3.726917
51.056798,3.727283
51.056832,3.7276
51.056897,3.72785
51.056853,3.7281
51.05686,3.72845
51.056858,3.728817
51.056887,3.729133
51.056905,3.729417
51.056873,3.72975
51.05685,3.73005
51.056838,3.7303
51.056798,3.7306
51.056742,3.730983
51.056993,3.731733
51.057032,3.731967
51.057003,3.73255
51.056967,3.733
51.056892,3.733333
51.056763,3.73355
51.056723,3.733833
51.056703,3.734217
51.056647,3.734433
51.05663,3.7348
51.05667,3.7351
51.056662,3.735333
51.056712,3.73565
51.056705,3.735867
51.056722,3.736133
51.056867,3.7364
51.05704,3.736567
51.057272,3.7366
51.057542,3.736667
51.05827,3.737283
