@relation R_data_frame

@attribute Timestamp numeric
@attribute Temperature numeric

@data
8332,23.31
8339,23.38
8345,23.38
8352,23.38
8359,23.38
8365,23.38
8372,23.38
8378,23.38
8385,23.38
8391,23.38
8398,23.38
8405,23.38
8411,23.44
8418,23.38
8424,23.44
8431,23.44
8437,23.44
8444,23.44
8450,23.44
8457,23.44
8464,23.44
8470,23.5
8477,23.5
8483,23.5
8490,23.5
8496,23.5
8503,23.5
8509,23.5
8516,23.5
8523,23.5
8529,23.5
8536,23.5
8542,23.5
8549,23.5
8555,23.56
8562,23.56
8568,23.56
8575,23.56
8582,23.56
8588,23.56
8595,23.56
8601,23.56
8608,23.63
8614,23.63
8621,23.63
8627,23.63
8634,23.63
8641,23.63
8647,23.63
8654,23.63
8660,23.63
8667,23.63
8673,23.63
8680,23.69
8686,23.69
8693,23.69
8700,23.69
8706,23.69
8713,23.69
8719,23.69
8726,23.69
8732,23.69
8739,23.69
8746,23.75
8752,23.75
8759,23.69
8765,23.75
8772,23.75
8778,23.75
8785,23.75
8791,23.75
8798,23.75
8805,23.75
8811,23.81
8818,23.81
8824,23.81
8831,23.81
8837,23.81
8844,23.81
8850,23.81
8857,23.81
8864,23.81
8870,23.81
8877,23.81
8883,23.81
8890,23.81
8896,23.88
8903,23.88
8909,23.88
8916,23.88
8923,23.88
8929,23.88
8936,23.88
8942,23.88
8949,23.88
8955,23.88
8962,23.88
8968,23.94
8975,23.94
8982,23.94
8988,23.94
8995,23.94
9001,23.94
9008,23.94
9014,23.94
9021,23.94
9028,23.94
9034,24
9041,23.94
9047,24
9054,24
9060,24
9067,24
9073,24
9080,24
9087,24
9093,24
9100,24
9106,24
9113,24.06
9119,24
9126,24.06
9132,24.06
9139,24.06
9146,24.06
9152,24.06
9159,24.06
9165,24.06
9172,24.06
9178,24.06
9185,24.06
9191,24.06
9198,24.06
9205,24.06
9211,24.13
9218,24.13
9224,24.13
9231,24.13
9237,24.13
9244,24.13
9251,24.13
9257,24.13
9264,24.13
9270,24.13
9277,24.13
9283,24.13
9290,24.19
9296,24.13
9303,24.13
9310,24.19
9316,24.19
9323,24.13
9329,24.19
9336,24.19
9342,24.19
9349,24.19
9355,24.19
9362,24.19
9369,24.19
9375,24.19
9382,24.25
9388,24.19
9395,24.19
9401,24.25
9408,24.19
9415,24.25
9421,24.25
9428,24.25
9434,24.25
9441,24.25
9447,24.25
9454,24.25
9460,24.25
9467,24.25
9474,24.25
9480,24.25
9487,24.25
9493,24.25
9500,24.25
9506,24.25
9513,24.31
9519,24.25
9526,24.31
9533,24.31
9539,24.31
9546,24.31
9552,24.31
9559,24.31
9565,24.31
9572,24.31
9578,24.31
9585,24.31
9592,24.31
9598,24.31
9605,24.31
9611,24.31
9618,24.38
9624,24.31
9631,24.31
9638,24.31
9644,24.38
9651,24.38
9657,24.31
9664,24.38
9670,24.38
9677,24.38
9683,24.38
9690,24.38
9697,24.38
9703,24.38
9710,24.38
9716,24.38
9723,24.38
9729,24.38
9736,24.38
9742,24.38
9749,24.38
9756,24.38
9762,24.44
9769,24.38
9775,24.38
9782,24.44
9788,24.44
9795,24.44
9801,24.44
9808,24.44
9815,24.44
9822,24.44
9828,24.44
9834,24.44
9841,24.44
9847,24.44
9854,24.44
9860,24.44
9867,24.44
9874,24.44
9880,24.44
9887,24.44
9893,24.44
9900,24.44
9906,24.5
9913,24.44
9919,24.44
9926,24.44
9933,24.5
9939,24.5
9946,24.5
9952,24.5
9959,24.44
9965,24.44
9972,24.5
9979,24.5
9985,24.5
9992,24.44
9998,24.5
10005,24.5
10011,24.5
10018,24.5
10024,24.5
10031,24.5
10038,24.5
10044,24.5
10051,24.5
10057,24.5
10065,24.5
10070,24.5
10077,24.5
10083,24.5
10090,24.5
10097,24.5
10103,24.5
10110,24.5
10116,24.5
10123,24.5
10129,24.5
10136,24.5
10142,24.56
10149,24.56
10156,24.5
10162,24.5
10169,24.56
10175,24.5
10182,24.56
10188,24.5
10195,24.56
10202,24.5
10208,24.56
10215,24.56
10221,24.56
10228,24.56
10234,24.56
10241,24.56
10247,24.5
10254,24.56
10261,24.56
10267,24.56
10274,24.56
10280,24.56
10287,24.56
10293,24.56
10300,24.56
10306,24.56
10313,24.56
10320,24.56
10326,24.56
10333,24.56
10339,24.56
10346,24.56
10352,24.56
10359,24.56
10365,24.56
10372,24.56
10379,24.56
10385,24.56
10392,24.56
10398,24.56
10405,24.63
10411,24.56
10418,24.56
10424,24.56
10431,24.56
10438,24.56
10444,24.56
10451,24.56
10457,24.56
10464,24.63
10470,24.56
10477,24.63
10484,24.63
10490,24.56
10497,24.63
10503,24.63
10510,24.63
10516,24.56
10523,24.56
10529,24.63
10536,24.63
10543,24.56
10549,24.63
10556,24.63
10562,24.63
10569,24.63
10575,24.63
10582,24.63
10588,24.63
10595,24.63
10602,24.63
10608,24.63
10615,24.63
10621,24.63
10628,24.63
10634,24.63
10641,24.63
10647,24.63
10654,24.63
10661,24.63
10667,24.63
10674,24.63
10680,24.63
10687,24.63
10693,24.63
10700,24.56
10707,24.63
10713,24.63
10720,24.63
10726,24.63
10733,24.63
10739,24.63
10746,24.63
10752,24.63
10759,24.63
10766,24.63
10772,24.63
10779,24.63
10785,24.63
10792,24.63
10798,24.63
10805,24.63
10811,24.63
10818,24.63
10825,24.63
10831,24.63
10838,24.63
10844,24.63
10851,24.63
10857,24.63
10864,24.63
10870,24.63
10877,24.63
10884,24.63
10890,24.63
10897,24.63
10903,24.63
10910,24.63
10916,24.63
10923,24.63
10929,24.63
10936,24.63
10943,24.63
10949,24.63
10956,24.63
10962,24.63
10969,24.63
10975,24.63
10982,24.63
10989,24.63
10995,24.63
11002,24.63
11008,24.63
11015,24.63
11021,24.63
11028,24.69
11034,24.63
11041,24.63
11048,24.63
11054,24.63
11061,24.63
11067,24.63
11074,24.63
11080,24.63
11087,24.63
11093,24.63
11100,24.63
11107,24.63
11113,24.63
11120,24.63
11126,24.63
11133,24.63
11139,24.63
11146,24.63
11152,24.63
11159,24.63
11166,24.63
11172,24.63
11179,24.63
11185,24.63
11192,24.63
11198,24.63
11205,24.63
11211,24.63
11218,24.63
11225,24.63
11231,24.63
11238,24.63
11244,24.63
11251,24.63
11257,24.63
11264,24.63
11271,24.63
11277,24.63
11284,24.63
11290,24.63
11297,24.63
11303,24.63
11310,24.63
11316,24.63
11323,24.63
11330,24.63
11336,24.63
11343,24.63
11349,24.63
11356,24.63
11362,24.63
11369,24.63
11375,24.63
11382,24.63
11389,24.63
11395,24.63
11402,24.63
11408,24.63
11415,24.63
11421,24.63
11428,24.63
11434,24.63
11441,24.63
11448,24.63
11454,24.63
11461,24.63
11467,24.63
11474,24.63
11480,24.63
11487,24.63
11494,24.63
11500,24.63
11507,24.63
11513,24.63
11520,24.63
11526,24.63
11533,24.63
11539,24.63
11546,24.63
11553,24.63
11559,24.63
11566,24.63
11572,24.63
11579,24.63
11585,24.63
11592,24.63
11598,24.63
11605,24.63
11612,24.63
11618,24.63
11625,24.63
11631,24.63
11638,24.63
11644,24.63
11651,24.63
11657,24.63
11664,24.63
11671,24.63
11677,24.63
11684,24.63
11690,24.63
11697,24.63
11703,24.63
11710,24.63
11717,24.63
11723,24.63
11730,24.63
11736,24.63
11743,24.63
11749,24.63
11756,24.63
11762,24.63
11769,24.63
11776,24.56
11782,24.63
11789,24.63
11795,24.63
11802,24.63
11808,24.63
11815,24.56
11821,24.56
11828,24.63
11835,24.56
11841,24.56
11848,24.63
11854,24.56
11861,24.63
11867,24.63
11874,24.63
11880,24.56
11887,24.63
11894,24.56
11900,24.56
11907,24.63
11913,24.63
11920,24.56
11926,24.63
11933,24.63
11939,24.56
11946,24.56
11953,24.56
11959,24.56
11966,24.56
11972,24.56
11979,24.56
11985,24.56
11992,24.56
11999,24.56
12005,24.56
12012,24.56
12018,24.56
12025,24.56
12031,24.56
12038,24.56
12044,24.56
12051,24.56
12058,24.56
12064,24.56
12071,24.56
12077,24.56
12084,24.56
12090,24.56
12097,24.56
12103,24.56
12110,24.56
12117,24.56
12123,24.56
12130,24.56
12136,24.56
12143,24.56
12149,24.56
12156,24.56
12162,24.56
12169,24.63
12176,24.56
12182,24.56
12189,24.56
12195,24.56
12202,24.56
12208,24.56
12215,24.56
12221,24.56
12228,24.56
12235,24.56
12241,24.56
12248,24.56
12254,24.56
12261,24.56
12267,24.56
12274,24.56
12281,24.56
12287,24.56
12294,24.56
12300,24.56
12307,24.56
12313,24.56
12320,24.56
12326,24.56
12333,24.56
12340,24.56
12346,24.56
12353,24.56
12359,24.56
12366,24.56
12372,24.56
12379,24.56
12385,24.56
12392,24.56
12399,24.56
12405,24.56
12412,24.56
12418,24.56
12425,24.56
12431,24.56
12438,24.56
12444,24.56
12451,24.56
12458,24.56
12464,24.56
12471,24.56
12477,24.56
12484,24.56
12490,24.56
12497,24.56
12504,24.56
12510,24.56
12517,24.56
12523,24.56
12530,24.56
12536,24.56
12543,24.5
12549,24.56
12556,24.56
12563,24.5
12569,24.5
12576,24.56
12582,24.5
12589,24.5
12595,24.5
12602,24.5
12608,24.5
12615,24.5
12622,24.5
12628,24.5
12635,24.5
12641,24.5
12648,24.5
12654,24.5
12661,24.5
12667,24.5
12674,24.5
12681,24.5
12687,24.5
12694,24.5
12700,24.5
12707,24.5
12713,24.5
12720,24.5
12726,24.5
12733,24.5
12740,24.5
12746,24.5
12753,24.5
12759,24.5
12766,24.5
12772,24.5
12779,24.44
12786,24.5
12792,24.5
12799,24.5
12805,24.5
12812,24.5
12818,24.5
12825,24.5
12831,24.5
12838,24.44
12845,24.5
12851,24.5
12858,24.5
12864,24.5
12871,24.44
12877,24.44
12884,24.5
12890,24.44
12897,24.5
12904,24.44
12910,24.44
12917,24.5
12923,24.5
12930,24.44
12936,24.5
12943,24.44
12949,24.44
12956,24.44
12963,24.44
12969,24.44
12976,24.44
12982,24.44
12989,24.44
12995,24.44
13002,24.44
13009,24.44
13015,24.44
13022,24.44
13028,24.44
13035,24.44
13041,24.44
13048,24.44
13054,24.44
13061,24.44
13068,24.44
13074,24.44
13081,24.44
13087,24.44
13094,24.44
13100,24.44
13107,24.44
13113,24.44
13120,24.44
13127,24.44
13133,24.44
13140,24.44
13146,24.44
13153,24.44
13159,24.44
13166,24.38
13172,24.38
13179,24.38
13186,24.38
13192,24.44
13199,24.38
13205,24.44
13212,24.38
13218,24.38
13225,24.38
13231,24.38
13238,24.38
13245,24.44
13251,24.38
13258,24.38
13264,24.38
13271,24.38
13277,24.38
13284,24.38
13291,24.38
13297,24.38
13304,24.38
13310,24.38
13317,24.38
13323,24.38
13330,24.38
13336,24.38
13343,24.38
13350,24.38
13356,24.38
13363,24.38
13369,24.38
13376,24.38
13382,24.38
13389,24.38
13395,24.38
13402,24.31
13409,24.38
13415,24.38
13422,24.38
13428,24.38
13435,24.38
13441,24.38
13448,24.31
13454,24.31
13461,24.31
13468,24.31
13474,24.38
13481,24.31
13487,24.31
13494,24.31
13500,24.31
13507,24.31
13513,24.31
13520,24.31
13527,24.31
13533,24.31
13540,24.31
13546,24.31
13553,24.31
13559,24.31
13566,24.31
13573,24.31
13579,24.31
13586,24.31
13592,24.31
13599,24.31
13605,24.31
13612,24.31
13618,24.31
13625,24.31
13632,24.31
13638,24.31
13645,24.31
13651,24.31
13658,24.31
13664,24.31
13671,24.25
13677,24.31
13684,24.31
13691,24.25
13697,24.25
13704,24.31
13710,24.25
13717,24.31
13723,24.25
13730,24.31
13736,24.25
13743,24.31
13750,24.25
13756,24.25
13763,24.25
13769,24.25
13776,24.25
13782,24.25
13789,24.25
13796,24.25
13802,24.25
13809,24.25
13815,24.25
13822,24.25
13828,24.25
13835,24.25
13841,24.25
13848,24.25
13855,24.25
13861,24.25
13868,24.25
13874,24.25
13881,24.25
13887,24.25
13894,24.25
13900,24.25
13907,24.25
13914,24.25
13920,24.25
13927,24.25
13933,24.25
13940,24.25
13946,24.25
13953,24.19
13960,24.25
13966,24.25
13973,24.25
13979,24.19
13986,24.19
13992,24.25
13999,24.19
14005,24.19
14012,24.19
14018,24.19
14025,24.19
14032,24.19
14038,24.19
14045,24.19
14051,24.19
14058,24.19
14064,24.19
14071,24.19
14078,24.19
14084,24.19
14091,24.19
14097,24.19
14104,24.19
14110,24.19
14117,24.19
14123,24.19
14130,24.19
14137,24.19
14143,24.19
14150,24.19
14156,24.19
14163,24.19
14169,24.19
14176,24.19
14182,24.19
14189,24.19
14196,24.19
14202,24.19
14209,24.13
14215,24.19
14222,24.19
14228,24.19
14235,24.19
14241,24.19
14248,24.13
14255,24.19
14261,24.19
14268,24.19
14274,24.13
14281,24.13
14287,24.13
14294,24.13
14301,24.13
14307,24.13
14314,24.13
14320,24.13
14327,24.13
14333,24.13
14340,24.13
14346,24.13
14353,24.13
14360,24.13
14366,24.13
14373,24.13
14379,24.13
14386,24.13
14392,24.13
14399,24.13
14405,24.13
14412,24.13
14419,24.13
14425,24.06
14432,24.13
14438,24.13
14445,24.06
14451,24.13
14458,24.13
14464,24.13
14471,24.06
14478,24.13
14484,24.06
14491,24.06
14497,24.06
14504,24.06
14510,24.06
14517,24.06
14523,24.06
14530,24.06
14537,24.06
14543,24.06
14550,24.06
14556,24.06
14563,24.06
14569,24.06
14576,24.06
14583,24.06
14589,24.06
14596,24.06
14602,24.06
14609,24.06
14615,24.06
14622,24.06
14628,24.06
14635,24.06
14642,24.06
14648,24.06
14655,24.06
14661,24.06
14668,24.06
14674,24.06
14681,24.06
14687,24.06
14694,24.06
14701,24.06
14707,24.06
14714,24.06
14720,24.06
14727,24.06
14733,24.06
14740,24.06
14746,24.06
14753,24.06
14760,24.06
14766,24.06
14773,24.06
14779,24.06
14786,24
14792,24.06
14799,24.06
14806,24.06
14812,24.06
14819,24
14825,24
14832,24
14838,24.06
14845,24.06
14852,24
14858,24.06
14865,24
14871,24.06
14878,24
14884,24
14891,24
14897,24
14904,24
14910,24
14917,24
14924,24
14930,24
14937,24
14943,24
14950,24
14956,24
14963,24
14969,24
14976,24
14983,24
14989,24
14996,24
15002,24
15009,24
15015,24
15022,24
15029,24
15035,24
15042,24
15048,24
15055,23.94
15061,24
15068,24
15074,24
15081,23.94
15088,24
15094,24
15101,24
15107,23.94
15114,23.94
15120,23.94
15127,24
15133,23.94
15140,23.94
15147,23.94
15153,23.94
15160,23.94
15166,23.94
15173,23.94
15179,23.94
15186,23.94
15193,23.94
15199,23.94
15206,23.94
15212,23.94
15219,23.94
15225,23.94
15232,23.94
15238,23.94
15245,23.94
15252,23.94
15258,23.94
15265,23.94
15271,23.88
15278,23.94
15284,23.94
15291,23.94
15297,23.94
15304,23.94
15311,23.94
15317,23.94
15324,23.88
15330,23.88
15337,23.94
15343,23.94
15350,23.94
15356,23.94
15363,23.94
15370,23.88
15376,23.88
15383,23.94
15389,23.88
15396,23.88
15402,23.88
15409,23.88
15415,23.88
15422,23.88
15429,23.88
15435,23.88
15442,23.88
15448,23.88
15455,23.88
15461,23.88
15468,23.88
15475,23.88
15481,23.88
15488,23.88
15494,23.88
15501,23.88
15507,23.88
15514,23.88
15520,23.88
15527,23.88
15534,23.88
15540,23.88
15547,23.88
15553,23.88
15560,23.88
15566,23.88
15573,23.81
15579,23.88
15586,23.81
15593,23.81
15599,23.81
15606,23.81
15612,23.81
15619,23.81
15625,23.81
15632,23.81
15638,23.81
15645,23.81
15652,23.81
15658,23.81
15665,23.81
15671,23.81
15678,23.81
15684,23.81
15691,23.81
15697,23.81
15704,23.81
15711,23.81
15717,23.81
15724,23.81
15730,23.81
15737,23.81
15743,23.81
15750,23.81
15757,23.81
15763,23.81
15770,23.81
15776,23.81
15783,23.81
15789,23.81
15796,23.81
15802,23.81
15809,23.81
15816,23.81
15822,23.81
15829,23.81
15835,23.81
15842,23.81
15848,23.75
15855,23.75
15861,23.75
15868,23.81
15875,23.81
15881,23.81
15888,23.81
15894,23.75
15901,23.75
15907,23.75
15914,23.75
15920,23.75
15927,23.75
15934,23.75
15940,23.75
15947,23.75
15953,23.75
15960,23.75
15966,23.75
15973,23.75
15979,23.75
15986,23.75
15993,23.75
15999,23.75
16006,23.75
16012,23.75
16019,23.75
16025,23.75
16032,23.75
16038,23.75
16045,23.75
16052,23.75
16058,23.75
16065,23.75
16071,23.75
16078,23.75
16084,23.75
16091,23.75
16097,23.69
16104,23.75
16111,23.75
16117,23.75
16124,23.75
16130,23.75
16137,23.69
16143,23.75
16150,23.69
16156,23.69
16163,23.69
16170,23.75
16176,23.69
16183,23.69
16189,23.69
16196,23.69
16202,23.69
16209,23.69
16216,23.69
16222,23.69
16229,23.69
16235,23.69
16242,23.69
16248,23.69
16255,23.69
16261,23.69
16268,23.69
16275,23.69
16281,23.69
16288,23.69
16294,23.69
16301,23.69
16307,23.69
16314,23.69
16320,23.69
16327,23.69
16334,23.69
16340,23.69
16347,23.69
16353,23.69
16360,23.69
16366,23.69
16373,23.63
16379,23.69
16386,23.63
16393,23.69
16399,23.63
16406,23.63
16412,23.69
16419,23.63
16425,23.69
16432,23.63
16439,23.69
16445,23.69
16452,23.63
16458,23.63
16465,23.63
16471,23.69
16478,23.63
16484,23.63
16491,23.63
16498,23.63
16504,23.63
16511,23.63
16517,23.63
16524,23.63
16530,23.63
16537,23.63
16543,23.63
16550,23.63
16557,23.63
16563,23.63
16570,23.63
16576,23.63
16583,23.63
16589,23.63
16596,23.63
16602,23.63
16609,23.63
16616,23.63
16622,23.63
16629,23.63
16635,23.63
16642,23.56
16648,23.63
16655,23.63
16661,23.56
16668,23.63
16675,23.63
16681,23.63
16688,23.63
16694,23.56
16701,23.56
16707,23.56
16714,23.56
16720,23.56
16727,23.56
16734,23.56
16740,23.56
16747,23.56
16753,23.56
16760,23.56
16766,23.56
16773,23.56
16779,23.56
16786,23.56
16793,23.56
16799,23.56
16806,23.56
16812,23.56
16819,23.56
16825,23.56
16832,23.56
16838,23.56
16845,23.56
16852,23.56
16858,23.56
16865,23.56
16871,23.56
16878,23.56
16884,23.56
16891,23.56
16897,23.56
16904,23.56
16911,23.5
16917,23.56
16924,23.5
16930,23.56
16937,23.5
16943,23.5
16950,23.5
16956,23.56
16963,23.5
16970,23.56
16976,23.5
16983,23.5
16989,23.5
16996,23.5
17002,23.5
17009,23.5
17016,23.5
17022,23.5
17029,23.5
17035,23.5
17042,23.5
17048,23.5
17055,23.5
17061,23.5
17068,23.5
17075,23.5
17081,23.5
17088,23.5
17094,23.5
17101,23.5
17107,23.5
17114,23.5
17120,23.5
17127,23.5
17134,23.5
17140,23.5
17147,23.5
17153,23.5
17160,23.5
17166,23.5
17173,23.5
17179,23.5
17186,23.5
17193,23.44
17199,23.5
17206,23.44
17212,23.5
17219,23.5
17225,23.44
17232,23.5
17238,23.5
17245,23.5
17252,23.44
17258,23.44
17265,23.44
17271,23.44
17278,23.44
17284,23.44
17291,23.44
17298,23.44
17304,23.44
17311,23.44
17317,23.44
17324,23.44
17330,23.44
17337,23.44
17343,23.44
17350,23.44
17357,23.44
17363,23.44
17370,23.44
17376,23.44
17383,23.44
17389,23.44
17396,23.44
17402,23.44
17409,23.44
17416,23.44
17422,23.44
17429,23.44
17435,23.44
17442,23.44
17448,23.44
17455,23.44
17461,23.44
17468,23.44
17475,23.44
17481,23.44
17488,23.44
17494,23.44
17501,23.44
17507,23.44
17514,23.38
17520,23.44
17527,23.38
17534,23.44
17540,23.44
17547,23.38
17553,23.38
17560,23.38
17566,23.38
17573,23.38
17580,23.38
17586,23.38
17593,23.38
17599,23.38
17606,23.38
17612,23.38
17619,23.38
17625,23.38
17632,23.38
17639,23.38
17645,23.38
17652,23.38
17658,23.38
17665,23.38
17671,23.38
17678,23.38
17684,23.38
17691,23.38
17698,23.38
17704,23.38
17711,23.38
17717,23.38
17724,23.38
17730,23.38
17737,23.38
17743,23.38
17750,23.38
17757,23.38
17763,23.38
17770,23.38
17776,23.38
17783,23.38
17789,23.38
17796,23.38
17803,23.38
17809,23.31
17816,23.38
17822,23.38
17829,23.31
17835,23.31
17842,23.38
17848,23.31
17855,23.38
17862,23.31
17868,23.31
17875,23.31
17881,23.31
17888,23.31
17894,23.31
17901,23.31
17907,23.31
17914,23.31
17921,23.31
17927,23.31
17934,23.31
17940,23.31
17947,23.31
17953,23.31
17960,23.31
17966,23.31
17973,23.31
17980,23.31
17986,23.31
17993,23.31
17999,23.31
18006,23.31
18012,23.31
18019,23.31
18025,23.31
18032,23.31
18039,23.31
18045,23.31
18052,23.31
18058,23.31
18065,23.31
18071,23.31
18078,23.31
18085,23.31
18091,23.31
18098,23.31
18104,23.31
18111,23.31
18117,23.31
18124,23.25
18130,23.25
18137,23.31
18144,23.31
18150,23.25
18157,23.25
18163,23.25
18170,23.25
18176,23.31
18183,23.31
18189,23.25
18196,23.25
18203,23.25
18209,23.25
18216,23.25
18222,23.25
18229,23.25
18235,23.25
18242,23.25
18248,23.25
18255,23.25
18262,23.25
18268,23.25
18275,23.25
18281,23.25
18288,23.25
18294,23.25
18301,23.25
18308,23.25
18314,23.25
18321,23.25
18327,23.25
18334,23.25
18340,23.25
18347,23.25
18353,23.25
18360,23.25
18367,23.25
18373,23.25
18380,23.25
18386,23.25
18393,23.25
18399,23.25
18406,23.25
18412,23.25
18419,23.19
18426,23.25
18432,23.19
18439,23.19
18445,23.19
18452,23.19
18458,23.19
18465,23.19
18471,23.19
18478,23.19
18485,23.19
18491,23.19
18498,23.19
18504,23.19
18511,23.19
18517,23.19
18524,23.19
18530,23.19
18537,23.19
18544,23.19
18550,23.19
18557,23.19
18563,23.19
18570,23.19
18576,23.19
18583,23.19
18590,23.19
18596,23.19
18603,23.19
18609,23.19
18616,23.19
18622,23.19
18629,23.19
18635,23.19
18642,23.19
18649,23.13
18655,23.19
18662,23.19
18668,23.13
18675,23.13
18681,23.19
18688,23.13
18694,23.19
18701,23.19
18708,23.19
18714,23.13
18721,23.19
18727,23.19
18734,23.13
18740,23.13
18747,23.19
18753,23.13
18760,23.13
18767,23.13
18773,23.13
18780,23.13
18786,23.13
18793,23.13
18799,23.13
18806,23.13
18812,23.13
18819,23.13
18826,23.13
18832,23.13
18839,23.13
18845,23.13
18852,23.13
18858,23.13
18865,23.13
18872,23.13
18878,23.13
18885,23.13
18891,23.13
18898,23.13
18904,23.13
18911,23.13
18917,23.13
18924,23.13
18931,23.13
18937,23.13
18944,23.13
18950,23.13
18957,23.13
18963,23.13
18970,23.13
18976,23.13
18983,23.13
18990,23.13
18996,23.13
19003,23.13
19009,23.13
19016,23.13
19022,23.13
19029,23.13
19035,23.13
19042,23.13
19049,23.13
19055,23.06
19062,23.13
19068,23.06
19075,23.13
19081,23.06
19088,23.06
19095,23.13
19101,23.06
19108,23.13
19114,23.13
19121,23.06
19127,23.06
19134,23.06
19140,23.06
19147,23.06
19154,23.06
19160,23.06
19167,23.06
19173,23.06
19180,23.06
19186,23.06
19193,23.06
19199,23.06
19206,23.06
19213,23.06
19219,23.06
19226,23.06
19232,23.06
19239,23.06
19245,23.06
19252,23.06
19258,23.06
19265,23.06
19272,23.06
19278,23.06
19285,23.06
19291,23.06
19298,23.06
19304,23.06
19311,23.06
19318,23.06
19324,23.06
19331,23.06
19337,23.06
19344,23.06
19350,23.06
19357,23.06
19363,23
19370,23.06
19377,23.06
19383,23.06
19390,23.06
19396,23
19403,23.06
19409,23.06
19416,23
19422,23
19429,23
19436,23
19443,23
19449,23
19455,23.06
19462,23
19472,23
19475,23
19481,23
19488,23
19495,23
19501,23
19508,23
19514,23
19521,23
19527,23
19534,23
19541,23
19547,23
19554,23
19560,23
19567,23
19573,23
19580,23
19586,23
19593,23
19600,23
19606,23
19613,23
19619,23
19626,23
19632,23
19639,23
19645,23
19652,23
19659,23
19665,23
19672,23
19678,23
19685,23
19691,22.94
19698,23
19704,23
19711,23
19718,22.94
19724,22.94
19731,23
19737,22.94
19744,23
19750,22.94
19757,22.94
19764,22.94
19770,22.94
19777,22.94
19783,22.94
19790,22.94
19796,22.94
19803,22.94
19809,22.94
19816,22.94
19823,22.94
19829,22.94
19836,22.94
19842,22.94
19849,22.94
19855,22.94
19862,22.94
19868,22.94
19875,22.94
19882,22.94
19888,22.94
19895,22.94
19901,22.94
19908,22.94
19914,22.94
19921,22.94
19927,22.94
19934,22.94
19941,22.94
19947,22.94
19954,22.94
19960,22.94
19967,22.94
19973,22.94
19980,22.94
19987,22.94
19993,22.94
20000,22.94
20006,22.94
20013,22.94
20019,22.94
20026,22.94
20032,22.88
20039,22.94
20046,22.94
20052,22.88
20059,22.94
20065,22.88
20072,22.94
20078,22.94
20085,22.88
20091,22.88
20098,22.88
20105,22.88
20111,22.88
20118,22.94
20124,22.94
20131,22.88
20137,22.88
20144,22.94
20150,22.94
20157,22.94
20164,22.94
20170,22.94
20177,22.94
20183,22.94
20190,22.94
20196,22.94
20203,22.94
20210,22.94
20216,22.94
20223,22.94
20229,22.94
20236,22.94
20242,22.94
20249,22.94
20255,23
20262,23
20269,23
20275,23
20282,22.94
20288,23
20295,23
20302,23
20308,23
20314,23
20321,23
20328,23
20334,23
20341,23
20347,23
20354,23
20360,23.06
20367,23
20373,23
20380,23.06
20387,23.06
20393,23.06
20400,23.06
20406,23.06
20413,23.06
20419,23.06
20426,23.06
20433,23.06
20439,23.06
20446,23.06
20452,23.06
20459,23.06
20465,23.13
20472,23.13
20478,23.13
20485,23.13
20492,23.13
20498,23.13
20505,23.13
20511,23.13
20518,23.13
20524,23.19
20531,23.13
20537,23.19
20544,23.13
20551,23.19
20557,23.19
20564,23.19
20570,23.19
20577,23.19
20583,23.19
20590,23.19
20596,23.19
20603,23.19
20610,23.25
20616,23.25
20623,23.25
20629,23.25
20636,23.25
20642,23.25
20649,23.25
