0,195,23.25
1,201,23.25
2,208,23.25
3,214,23.25
4,221,23.25
5,227,23.25
6,234,23.25
7,240,23.25
8,247,23.25
9,254,23.25
10,260,23.25
11,267,23.25
12,273,23.25
13,280,23.25
14,286,23.25
15,293,23.25
16,299,23.25
17,306,23.25
18,313,23.25
19,319,23.25
20,326,23.25
21,332,23.25
22,339,23.19
23,345,23.25
24,352,23.25
25,358,23.25
26,365,23.25
27,372,23.19
28,379,23.19
29,386,23.19
30,391,23.19
31,398,23.25
32,404,23.19
33,411,23.19
34,418,23.25
35,424,23.25
36,431,23.19
37,437,23.19
38,444,23.19
39,450,23.19
40,457,23.19
41,463,23.19
42,470,23.19
43,477,23.19
44,483,23.19
45,490,23.19
46,496,23.19
47,503,23.19
48,509,23.19
49,516,23.19
50,522,23.19
51,529,23.19
52,536,23.19
53,542,23.19
54,549,23.19
55,555,23.19
56,562,23.19
57,568,23.19
58,575,23.19
59,581,23.19
60,588,23.19
61,595,23.19
62,601,23.19
63,608,23.19
64,614,23.19
65,621,23.19
66,627,23.19
67,634,23.19
68,641,23.19
69,647,23.19
70,654,23.13
71,660,23.19
72,667,23.13
73,673,23.19
74,680,23.19
75,686,23.19
76,693,23.13
77,700,23.19
78,706,23.19
79,713,23.13
80,719,23.13
81,726,23.19
82,732,23.19
83,739,23.13
84,745,23.13
85,752,23.19
86,759,23.13
87,765,23.13
88,772,23.13
89,778,23.13
90,785,23.13
91,791,23.13
92,798,23.19
93,804,23.19
94,811,23.13
95,818,23.19
96,824,23.19
97,831,23.19
98,837,23.19
99,844,23.19
100,850,23.19
101,857,23.19
102,863,23.19
103,870,23.19
104,877,23.19
105,883,23.19
106,890,23.19
107,896,23.19
108,903,23.19
109,909,23.19
110,916,23.19
111,923,23.19
112,929,23.19
113,936,23.19
114,942,23.25
115,949,23.25
116,955,23.25
117,962,23.19
118,968,23.25
119,975,23.25
120,982,23.25
121,988,23.25
122,995,23.25
123,1001,23.25
124,1008,23.25
125,1014,23.25
126,1021,23.25
127,1027,23.25
128,1034,23.25
129,1041,23.31
130,1047,23.31
131,1054,23.31
132,1060,23.31
133,1067,23.31
134,1073,23.31
135,1080,23.31
136,1086,23.31
137,1093,23.31
138,1100,23.31
139,1106,23.31
140,1113,23.31
141,1119,23.31
142,1126,23.31
143,1132,23.31
144,1139,23.38
145,1145,23.38
146,1152,23.38
147,1159,23.38
148,1165,23.38
149,1172,23.38
150,1178,23.38
151,1185,23.38
152,1191,23.38
153,1198,23.38
154,1205,23.38
155,1211,23.44
156,1218,23.38
157,1224,23.44
158,1231,23.44
159,1237,23.44
160,1244,23.44
161,1250,23.44
162,1257,23.44
163,1264,23.44
164,1270,23.5
165,1277,23.5
166,1283,23.5
167,1290,23.5
168,1296,23.5
169,1303,23.5
170,1309,23.5
171,1316,23.5
172,1323,23.5
173,1329,23.5
174,1336,23.5
175,1342,23.5
176,1349,23.5
177,1355,23.56
178,1362,23.56
179,1368,23.56
180,1375,23.56
181,1382,23.56
182,1388,23.56
183,1395,23.56
184,1401,23.56
185,1408,23.63
186,1414,23.63
187,1421,23.63
188,1427,23.63
189,1434,23.63
190,1441,23.63
191,1447,23.63
192,1454,23.63
193,1460,23.63
194,1467,23.63
195,1473,23.63
196,1480,23.69
197,1486,23.69
198,1493,23.69
199,1500,23.69
200,1506,23.69
201,1513,23.69
202,1519,23.69
203,1526,23.69
204,1532,23.69
205,1539,23.69
206,1546,23.75
207,1552,23.75
208,1559,23.69
209,1565,23.75
210,1572,23.75
211,1578,23.75
212,1585,23.75
213,1591,23.75
214,1598,23.75
215,1605,23.75
216,1611,23.81
217,1618,23.81
218,1624,23.81
219,1631,23.81
220,1637,23.81
221,1644,23.81
222,1650,23.81
223,1657,23.81
224,1664,23.81
225,1670,23.81
226,1677,23.81
227,1683,23.81
228,1690,23.81
229,1696,23.88
230,1703,23.88
231,1709,23.88
232,1716,23.88
233,1723,23.88
234,1729,23.88
235,1736,23.88
236,1742,23.88
237,1749,23.88
238,1755,23.88
239,1762,23.88
240,1768,23.94
241,1775,23.94
242,1782,23.94
243,1788,23.94
244,1795,23.94
245,1801,23.94
246,1808,23.94
247,1814,23.94
248,1821,23.94
249,1828,23.94
250,1834,24
251,1841,23.94
252,1847,24
253,1854,24
254,1860,24
255,1867,24
256,1873,24
257,1880,24
258,1887,24
259,1893,24
260,1900,24
261,1906,24
262,1913,24.06
263,1919,24
264,1926,24.06
265,1932,24.06
266,1939,24.06
267,1946,24.06
268,1952,24.06
269,1959,24.06
270,1965,24.06
271,1972,24.06
272,1978,24.06
273,1985,24.06
274,1991,24.06
275,1998,24.06
276,2005,24.06
277,2011,24.13
278,2018,24.13
279,2024,24.13
280,2031,24.13
281,2037,24.13
282,2044,24.13
283,2051,24.13
284,2057,24.13
285,2064,24.13
286,2070,24.13
287,2077,24.13
288,2083,24.13
289,2090,24.19
290,2096,24.13
291,2103,24.13
292,2110,24.19
293,2116,24.19
294,2123,24.13
295,2129,24.19
296,2136,24.19
297,2142,24.19
298,2149,24.19
299,2155,24.19
300,2162,24.19
301,2169,24.19
302,2175,24.19
303,2182,24.25
304,2188,24.19
305,2195,24.19
306,2201,24.25
307,2208,24.19
308,2215,24.25
309,2221,24.25
310,2228,24.25
311,2234,24.25
312,2241,24.25
313,2247,24.25
314,2254,24.25
315,2260,24.25
316,2267,24.25
317,2274,24.25
318,2280,24.25
319,2287,24.25
320,2293,24.25
321,2300,24.25
322,2306,24.25
323,2313,24.31
324,2319,24.25
325,2326,24.31
326,2333,24.31
327,2339,24.31
328,2346,24.31
329,2352,24.31
330,2359,24.31
331,2365,24.31
332,2372,24.31
333,2378,24.31
334,2385,24.31
335,2392,24.31
336,2398,24.31
337,2405,24.31
338,2411,24.31
339,2418,24.38
340,2424,24.31
341,2431,24.31
342,2438,24.31
343,2444,24.38
344,2451,24.38
345,2457,24.31
346,2464,24.38
347,2470,24.38
348,2477,24.38
349,2483,24.38
350,2490,24.38
351,2497,24.38
352,2503,24.38
353,2510,24.38
354,2516,24.38
355,2523,24.38
356,2529,24.38
357,2536,24.38
358,2542,24.38
359,2549,24.38
360,2556,24.38
361,2562,24.44
362,2569,24.38
363,2575,24.38
364,2582,24.44
365,2588,24.44
366,2595,24.44
367,2601,24.44
368,2608,24.44
369,2615,24.44
370,2622,24.44
371,2628,24.44
372,2634,24.44
373,2641,24.44
374,2647,24.44
375,2654,24.44
376,2660,24.44
377,2667,24.44
378,2674,24.44
379,2680,24.44
380,2687,24.44
381,2693,24.44
382,2700,24.44
383,2706,24.5
384,2713,24.44
385,2719,24.44
386,2726,24.44
387,2733,24.5
388,2739,24.5
389,2746,24.5
390,2752,24.5
391,2759,24.44
392,2765,24.44
393,2772,24.5
394,2779,24.5
395,2785,24.5
396,2792,24.44
397,2798,24.5
398,2805,24.5
399,2811,24.5
400,2818,24.5
401,2824,24.5
402,2831,24.5
403,2838,24.5
404,2844,24.5
405,2851,24.5
406,2857,24.5
407,2865,24.5
408,2870,24.5
409,2877,24.5
410,2883,24.5
411,2890,24.5
412,2897,24.5
413,2903,24.5
414,2910,24.5
415,2916,24.5
